date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:46:53	137/137	---M-Z	200	added ('OK')	text/css	etag:%2289-6350b71052fed-gzip%22	https://itaconsultora.com.ar/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.28.4	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min89ce.css	(from https://itaconsultora.com.ar/)
19:46:53	4298/4298	---M-Z	200	added ('OK')	text/css	etag:%2210ca-6350b7102d65f-gzip%22	https://itaconsultora.com.ar/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.28.4	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/plugins/elementor/assets/css/widget-divider.min89ce.css	(from https://itaconsultora.com.ar/)
19:46:53	5164/5164	---M-Z	200	added ('OK')	text/css	etag:%22142c-6350b7102e5ff-gzip%22	https://itaconsultora.com.ar/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min.css?ver=3.28.4	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/plugins/elementor/assets/css/widget-nested-accordion.min89ce.css	(from https://itaconsultora.com.ar/)
19:46:53	134453/134453	---M-Z	200	added ('OK')	text/css	etag:%2220d35-6350c3546ec8d-gzip%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/css/post-9.css?ver=1747176409	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/css/post-9f29b.css	(from https://itaconsultora.com.ar/)
19:46:54	108054/108054	---M-Z	200	added ('OK')	text/css	etag:%221a616-6350b72f699f5-gzip%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1747173149	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/robotoc7e4.css	(from https://itaconsultora.com.ar/)
19:46:54	25200/25200	---M-Z	200	added ('OK')	text/css	etag:%226270-6350b733c97ac-gzip%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1747173154	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/robotoslabcb27.css	(from https://itaconsultora.com.ar/)
19:46:54	26411/26411	---M-Z	200	added ('OK')	text/css	etag:%22672b-6350b73d6fa8c-gzip%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/barlowcondensed.css?ver=1747173164	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/barlowcondensed1415.css	(from https://itaconsultora.com.ar/)
19:46:55	95327/95327	---MC-	200	added ('OK')	application/json	date:Tue,%2013%20May%202025%2022:46:54%20GMT	https://itaconsultora.com.ar/wp-json/wp/v2/pages/9	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-json/wp/v2/pages/9.json	(from https://itaconsultora.com.ar/)
19:46:55	834/834	---M-Z	200	added ('OK')	text/xml	date:Tue,%2013%20May%202025%2022:46:54%20GMT	https://itaconsultora.com.ar/xmlrpc.php?rsd	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/xmlrpc0db0.php	(from https://itaconsultora.com.ar/)
19:46:55	237917/237917	---MC-	200	added ('OK')	application/json	date:Tue,%2013%20May%202025%2022:46:54%20GMT	https://itaconsultora.com.ar/wp-json/	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-json/index.html	(from https://itaconsultora.com.ar/)
19:46:55	2055/2055	---MC-	200	added ('OK')	application/json	date:Tue,%2013%20May%202025%2022:46:54%20GMT	https://itaconsultora.com.ar/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitaconsultora.com.ar%2F	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-json/oembed/1.0/embedd226.json	(from https://itaconsultora.com.ar/)
19:46:55	2217/2217	---M-Z	200	added ('OK')	text/xml	date:Tue,%2013%20May%202025%2022:46:54%20GMT	https://itaconsultora.com.ar/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitaconsultora.com.ar%2F&format=xml	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-json/oembed/1.0/embed7736	(from https://itaconsultora.com.ar/)
19:46:56	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2013%20May%202025%2022:46:55%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/www.googletagmanager.com/gtm.145445.delayed	(from https://itaconsultora.com.ar/)
19:46:56	1111/1111	---M--	200	added ('OK')	image/png	etag:%22457-62ced4a7b79ae%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Favicom.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Favicom.png	(from https://itaconsultora.com.ar/)
19:46:56	49487/49487	---M--	200	added ('OK')	image/png	etag:%22c14f-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Logo-ITA-2-e1738083496818.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Logo-ITA-2-e1738083496818.png	(from https://itaconsultora.com.ar/)
19:46:57	1477/1477	---M--	200	added ('OK')	image/png	etag:%225c5-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1.png	(from https://itaconsultora.com.ar/)
19:46:57	1971/1971	---M--	200	added ('OK')	image/png	etag:%227b3-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Group.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Group.png	(from https://itaconsultora.com.ar/)
19:46:57	1242/1242	---M--	200	added ('OK')	image/png	etag:%224da-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Vector.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Vector.png	(from https://itaconsultora.com.ar/)
19:46:57	793082/793082	---M--	200	added ('OK')	image/png	etag:%22c19fa-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/recurso-ita-1.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/recurso-ita-1.png	(from https://itaconsultora.com.ar/)
19:46:57	1147/1147	---M--	200	added ('OK')	image/png	etag:%2247b-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Group-9.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Group-9.png	(from https://itaconsultora.com.ar/)
19:46:58	6577/6577	---M--	200	added ('OK')	image/png	etag:%2219b1-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Group-10.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Group-10.png	(from https://itaconsultora.com.ar/)
19:46:58	2462/2462	---M--	200	added ('OK')	image/png	etag:%2299e-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1-1-1.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1-1-1.png	(from https://itaconsultora.com.ar/)
19:46:58	1107/1107	---M--	200	added ('OK')	image/png	etag:%22453-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1-1.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1-1.png	(from https://itaconsultora.com.ar/)
19:46:58	1912/1912	---M--	200	added ('OK')	image/png	etag:%22778-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1-2.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1-2.png	(from https://itaconsultora.com.ar/)
19:46:58	1593/1593	---M--	200	added ('OK')	image/png	etag:%22639-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Group-2.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Group-2.png	(from https://itaconsultora.com.ar/)
19:46:59	2924/2924	---M--	200	added ('OK')	image/png	etag:%22b6c-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1-3.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1-3.png	(from https://itaconsultora.com.ar/)
19:46:59	2148/2148	---M--	200	added ('OK')	image/png	etag:%22864-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-1.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-1.png	(from https://itaconsultora.com.ar/)
19:46:59	1172/1172	---M--	200	added ('OK')	image/png	etag:%22494-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-2.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-2.png	(from https://itaconsultora.com.ar/)
19:46:59	3843/3843	---M--	200	added ('OK')	image/png	etag:%22f03-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1-4.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Group-1-4.png	(from https://itaconsultora.com.ar/)
19:46:59	1831/1831	---M--	200	added ('OK')	image/png	etag:%22727-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-3.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-3.png	(from https://itaconsultora.com.ar/)
19:47:00	2996/2996	---M--	200	added ('OK')	image/png	etag:%22bb4-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-4.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-4.png	(from https://itaconsultora.com.ar/)
19:47:00	1573/1573	---M--	200	added ('OK')	image/png	etag:%22625-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-5.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-5.png	(from https://itaconsultora.com.ar/)
19:47:00	2191/2191	---M--	200	added ('OK')	image/png	etag:%2288f-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/material-symbols_work-alert.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/material-symbols_work-alert.png	(from https://itaconsultora.com.ar/)
19:47:00	2333/2333	---M--	200	added ('OK')	image/png	etag:%2291d-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-6.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Vector-6.png	(from https://itaconsultora.com.ar/)
19:47:01	764/764	---M--	200	added ('OK')	image/png	etag:%222fc-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/material-symbols_home.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/material-symbols_home.png	(from https://itaconsultora.com.ar/)
19:47:01	3360/3360	---M--	200	added ('OK')	image/png	etag:%22d20-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/material-symbols_home-1.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/material-symbols_home-1.png	(from https://itaconsultora.com.ar/)
19:47:01	2123/2123	---M--	200	added ('OK')	image/png	etag:%2284b-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/material-symbols_home-2.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/material-symbols_home-2.png	(from https://itaconsultora.com.ar/)
19:47:01	2509/2509	---M--	200	added ('OK')	image/png	etag:%229cd-62ced1b3b3400%22	https://itaconsultora.com.ar/wp-content/uploads/2025/01/Group-56.png	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/2025/01/Group-56.png	(from https://itaconsultora.com.ar/)
19:47:02	4776/4776	---M-Z	200	added ('OK')	application/javascript	etag:%2212a8-62ced1d608500-gzip%22	https://itaconsultora.com.ar/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-includes/js/dist/hooks.min4fdd.js	(from https://itaconsultora.com.ar/)
19:47:02	9141/9141	---M-Z	200	added ('OK')	application/javascript	etag:%2223b5-62ced1d5142c0-gzip%22	https://itaconsultora.com.ar/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-includes/js/dist/i18n.minc33c.js	(from https://itaconsultora.com.ar/)
19:47:02	12512/12512	---M-Z	200	added ('OK')	application/javascript	etag:%2230e0-6350be9358bd6-gzip%22	https://itaconsultora.com.ar/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.0.6	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/plugins/contact-form-7/includes/swv/js/indexfc7a.js	(from https://itaconsultora.com.ar/)
19:47:02	13452/13452	---M-Z	200	added ('OK')	application/javascript	etag:%22348c-6350be935590e-gzip%22	https://itaconsultora.com.ar/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.0.6	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/plugins/contact-form-7/includes/js/indexfc7a.js	(from https://itaconsultora.com.ar/)
19:47:02	1936/1936	---M-Z	200	added ('OK')	application/javascript	etag:%22790-62ced1d5142c0-gzip%22	https://itaconsultora.com.ar/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.3.0	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/themes/hello-elementor/assets/js/hello-frontend.min9b70.js	(from https://itaconsultora.com.ar/)
19:47:03	5407/5407	---M-Z	200	added ('OK')	application/javascript	etag:%22151f-6350b7105187d-gzip%22	https://itaconsultora.com.ar/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.28.4	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/plugins/elementor/assets/js/webpack.runtime.min89ce.js	(from https://itaconsultora.com.ar/)
19:47:03	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:%2215601-62ced1d5142c0-gzip%22	https://itaconsultora.com.ar/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-includes/js/jquery/jquery.minf43b.js	(from https://itaconsultora.com.ar/)
19:47:03	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%223509-62ced1d420080-gzip%22	https://itaconsultora.com.ar/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://itaconsultora.com.ar/)
19:47:04	48393/48393	---M-Z	200	added ('OK')	application/javascript	etag:%22bd09-6350b71047c3d-gzip%22	https://itaconsultora.com.ar/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.28.4	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/plugins/elementor/assets/js/frontend-modules.min89ce.js	(from https://itaconsultora.com.ar/)
19:47:04	21464/21464	---M-Z	200	added ('OK')	application/javascript	etag:%2253d8-632e78875bf20-gzip%22	https://itaconsultora.com.ar/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-includes/js/jquery/ui/core.minb37e.js	(from https://itaconsultora.com.ar/)
19:47:04	44243/44243	---M-Z	200	added ('OK')	application/javascript	etag:%22acd3-6350b71047855-gzip%22	https://itaconsultora.com.ar/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.28.4	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/plugins/elementor/assets/js/frontend.min89ce.js	(from https://itaconsultora.com.ar/)
19:47:05	39456/39456	---M--	200	added ('OK')	text/html	etag:%229a20-6350b7297e435%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.html	(from https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1747173149)
19:47:05	24576/24576	---M--	200	added ('OK')	text/html	etag:%226000-6350b7298ce95%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.html	(from https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1747173149)
19:47:05	4468/4468	---M--	200	added ('OK')	text/html	etag:%221174-6350b7299a954%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.html	(from https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1747173149)
19:47:05	18800/18800	---M--	200	added ('OK')	text/html	etag:%224970-6350b729a93b3%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.html	(from https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1747173149)
19:47:05	44336/44336	---M--	200	added ('OK')	text/html	etag:%22ad30-6350b729b9582%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.woff2	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.html	(from https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1747173149)
19:47:06	22288/22288	---M--	200	added ('OK')	text/html	etag:%225710-6350b729d1c21%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.woff2	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.html	(from https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1747173149)
19:47:06	13888/13888	---M--	200	added ('OK')	text/html	etag:%223640-6350b729e837f%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.woff2	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.html	(from https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1747173149)
19:47:06	28536/28536	---M--	200	added ('OK')	text/html	etag:%226f78-6350b729fd36e%22	https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.woff2	C:/Users/USUARIO/OneDrive/Documents/ITA/itaconsultora%20web/itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.html	(from https://itaconsultora.com.ar/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1747173149)
